SAMPLE_NO,STATION_NO,STATION_NAME,STATION_DESCRIPTION,Dec Lat,Dec Long,STATION_TYPE_CODE,SAMPLE_MATRIX_CODE,SAMPLE_DATETIME,TIME_USABLE_FLAG,SAMPLE_CLASS_INDICATOR,AGENCY_CODE,CARBON TOTAL ORGANIC _TOC,CARBON TOTAL,COLOUR TRUE,NITROGEN TOTAL KJELDAHL _TKN,PHOSPHORUS TOTAL _P,CARBON TOTAL ORGANIC _TOC_1,CARBON DISSOLVED INORGANIC _DIC,NITROGEN TOTAL KJELDAHL _TKN_1,NITROGEN DISSOLVED NO3 _ NO2,NITROGEN TOTAL _CALCD,OXYGEN DISSOLVED,OXYGEN BIOCHEMICAL DEMAND,ALKALINITY TOTAL CACO3,TEMPERATURE WATER _FIELD,AMMONIA DISSOLVED,PHOSPHORUS TOTAL DISSOLVED,ICE THICKNESS,CHLOROPHYLL A,PHEOPHYTIN A,CHLOROPHYLL A_1,HARDNESS TOTAL _CALCD_ CACO3,HARDNESS TOTAL _CALCD_ CACO3_1,TURBIDITY,AMMONIA DISSOLVED_1,TOTAL SUSPENDED SOLIDS,COLOUR TRUE_1,OXYGEN DISSOLVED_1,NITROGEN DISSOLVED NO3 _ NO2_1,SULPHATE DISSOLVED,NITROGEN TOTAL KJELDAHL _TKN_2,NITROGEN DISSOLVED KJELDAHL,PHOSPHORUS TOTAL _P_1,PHOSPHORUS TOTAL DISSOLVED_1,PHOSPHOROUS_TOTAL_ORTHO,PHOSPHORUS PARTICULATE _CALCD,PHOSPHOROUS_ACID HYDROLYZABLE,TOTAL DISSOLVED SOLIDS,CARBON TOTAL_1,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC _TOC_2,CARBON DISSOLVED TOTAL,OXYGEN BIOCHEMICAL DEMAND_1,ALKALINITY TOTAL CACO3_1,ALKALINITY CO3_CALCD,ALKALINITY OH_CALCD,ALKALINITY TOTAL HCO3_CALCD,CONDUCTIVITY _AT 25C,PH,PH_1,CONDUCTIVITY _AT 25C_1,ALKALINITY TOTAL CACO3_2,ALKALINITY CO3_CALCD_1,ALKALINITY OH_CALCD_1,ALKALINITY TOTAL HCO3_CALCD_1,TURBIDITY_1,AMMONIA _NH3,NITRATE_  NITRITE,TOTAL DISSOLVED SOLIDS_1,TOTAL DISSOLVED SOLIDS_2,TOTAL SUSPENDED SOLIDS_1,SOLIDS TOTAL,ALKALINITY TOTAL CACO3_3,ALKALINITY TOTAL CACO3_4,ALKALINITY CO3_CALCD_2,PH_2,CONDUCTIVITY _AT 25C_2,ALKALINITY TOTAL HCO3_CALCD_2,ALKALINITY CO3_CALCD_3,ALKALINITY OH_CALCD_2,ALKALINITY TOTAL HCO3_CALCD_3,ALKALINITY OH_CALCD_3,CONDUCTIVITY _AT 25C_3,PHOSPHORUS TOTAL DISSOLVED_2,PHOSPHORUS PARTICULATE _CALCD_1,PHOSPHORUS DISSOLVED ORTHO,PHOSPHORUS TOTAL _P_2,PHOSPHORUS DISSOLVED ORTHO_1,PHOSPHATE SOLUBLE ORTHO,PHOSPHORUS TOTAL _P_3,PHOSPHORUS PARTICULATE _CALCD_2,PHOSPHORUS TOTAL DISSOLVED_3,SILICA _ DISSOLVED REACTIVE,NITROGEN TOTAL KJELDAHL _TKN_3,CHLOROPHYLL A PHYTOPLANKTON,AMMONIA DISSOLVED_2,AMMONIA DISSOLVED_3,NITROGEN DISSOLVED NO3 _ NO2_2,SULPHATE DISSOLVED_1,SULPHATE DISSOLVED_2,AMMONIA DISSOLVED_4,CARBON DISSOLVED TOTAL_1,CARBON DISSOLVED INORGANIC _DIC_1,CARBON TOTAL_2,CARBON TOTAL INORGANIC_1,CARBON TOTAL ORGANIC _CALCD,CARBON DISSOLVED ORGANIC _CALCD,HARDNESS TOTAL _CALCD_ CACO3_2,NITROGEN DISSOLVED NO3 _ NO2_3,PHOSPHORUS DISSOLVED ORTHO_2,TURBIDITY _FIELD,CONDUCTIVITY _FIELD,TEMPERATURE WATER,PHOSPHOROUS_ ACID HYDROLYZABLE _ ORTHOPHOSPHATE,PHOSPHORUS TOTAL ORGANIC,PHOSPHOROUS_ACID HYDROLYZABLE_1,CHLOROPHYLL A_2,PHEOPHYTIN A_1,HARDNESS TOTAL _CALCD_ CACO3_3,SULPHATE DISSOLVED_3,TOTAL SUSPENDED SOLIDS_2,ODB_ODA _CHLOROPHYLL_A _ PHEOPHYTIN_A RATIO,AMMONIA _NH3_1,PHOSPHORUS TOTAL INORGANIC,NITRATE _NO3_N,NITRITE _NO2_N,SULPHATE _S04,CHLOROPHYLL A_3,PHEOPHYTIN A_2,COLOUR TRUE_2,PHOSPHORUS TOTAL INORGANIC_1,PHOSPHOROUS_TOTAL_ACID REACTIVE,PHOSPHOROUS ACID HYDROLYSES,DEPTH OF WATER
0207NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,7/30/2002 3:20:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,,,6,,,,0.02,9,,,L0.01,,L0.2,,0.049,0.018,0.027,0.031,0.003,,21,9.7,11,,2,,,,,,,7.56,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0207NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,8/18/2002 5:00:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,,,19.4,,,,L0.01,11,,,L0.01,,L0.2,,0.048,0.014,0.016,0.034,0.014,,21,9.9,12,,L1,,,,,,,7.78,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,9/10/2002 4:30:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,,,7.1,,,,0.21,5,,,0.03,,0.6,,0.039,0.018,0.019,0.021,0.006,,21,10,11,,L1,,,,,,,7.61,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0209NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,9/23/2002 3:00:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,,,7.1,,,,L0.01,6,,,0.03,,L0.2,,0.038,0.01,0.018,0.028,0.01,,21,10,11,,L1,,,,,,,7.56,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0211NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,11/3/2002 2:00:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,,,3.4,,,,0.03,3,,,0.14,,0.4,,0.039,0.025,0.028,0.014,0.005,,21,9.7,11,,2,,,,,,,7.22,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0211NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,12/3/2002 4:00:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,,,2.2,,,,0.05,3,,,0.14,,0.5,,0.037,0.026,0.014,0.011,0.017,,20,9.6,11,,L1,,,,,,,6.95,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0302NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,4/29/2003 2:30:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,,,28.9,,,,0.04,13,,,L0.01,,0.7,,0.033,0.009,0.004,0.024,0.022,,20,9.9,10,,5,,,,,,,7.84,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0305DG1020,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,5/26/2003 11:10:00 AM,Y,A,381,,,,,,,,,,,,,,17,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0211NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,6/26/2003 4:00:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,L0.5,L0.5,,,,,0.12,4,,,0.27,,1.4,,0.031,0.016,0.012,0.015,0.011,,22,12,11,,,,,,,,,7.2,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0302NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,7/21/2003 4:00:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,1.8,6.6,,,,,0.23,2,,,L0.01,,0.8,,0.031,0.015,L0.001,0.016,0.022,,23,11,12,,L1,,,,,,,7.35,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0302NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,9/1/2003 5:00:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,16.8,L0.5,,,,,0.06,9,,,L0.01,,0.8,,0.033,0.009,0.012,0.024,0.01,,24,12,12,,L1,,,,,,,7.41,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0308NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,9/24/2003 2:00:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,3.6,2.7,,,,,0.07,5,,,L0.01,,0.7,,0.041,0.02,0.012,0.021,0.019,,23,12,11,,L1,,,,,,,7.17,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0308NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,10/9/2003 9:30:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,3.6,1.4,,,,,0.06,6,,,0.1,,0.7,,0.049,0.022,0.016,0.027,0.023,,23,12,12,,L1,,,,,,,7.45,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0308NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,10/20/2003 1:30:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,9,L0.5,,,,,0.1,6,,,0.02,,0.6,,0.041,0.017,0.016,0.024,0.015,,22,11,11,,L1,,,,,,,7.09,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0310NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,10/29/2003 11:30:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,6.6,2.2,,,,,0.06,4,,,0.02,,0.5,,0.036,0.02,0.023,0.016,0.004,,21,11,10,,L1,,,,,,,7.1,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0310NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,11/12/2003,N,A,381,,,,,,,,,,,,,,,,,,4.8,1.5,,,,,0.05,3,,,0.07,,1.2,,0.031,0.016,0.011,0.015,0.013,,20,10,10,,2,,,,,,,6.79,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0310NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,11/18/2003 1:30:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,3,1.2,,,,,0.03,3,,,0.09,,0.7,,0.025,0.015,0.01,0.01,0.01,,20,10,10,,L1,,,,,,,7,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0312NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,12/9/2003 1:30:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,3,L0.5,,,,,0.04,2,,,0.11,,0.9,,0.03,0.017,0.015,0.013,0.009,,20,9.8,9.8,,2,,,,,,,6.38,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0312NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,1/7/2004 1:45:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,1.2,L0.5,,,,,0.02,3,,,0.14,,0.3,,0.033,0.022,0.02,0.011,0.009,,20,10,10,,L1,,,,,,,6.49,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0312NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,2/9/2004 3:15:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,2.4,L0.5,,,,,L0.01,L1,,,0.17,,0.3,,0.033,0.02,0.018,0.013,0.008,,22,11,11,,,,,,,,,6.81,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0403NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,3/8/2004 2:00:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,0.6,1.5,,,,,0.01,2,,,0.11,,0.7,,0.033,0.026,0.018,0.007,0.009,,21,11,11,,1,,,,,,,6.75,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0403NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,4/13/2004 1:10:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,5.4,L0.5,,,,,0.03,7,,,0.13,,0.5,,0.046,0.021,0.021,0.025,0.016,,23,9.9,13,,1,,,,,,,7.74,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0403NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,4/27/2004 11:55:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,9,0.8,,,,,L0.02,9,,,0.06,,0.5,,0.038,0.011,0.009,0.027,0.023,,23,9.7,13,,5,,,,,,,7.03,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0406NA9014,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,5/18/2004 11:20:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,26.9,L0.5,,,,,L0.02,15,,,L0.01,,0.8,,0.031,0.008,0.002,0.023,0.024,,22,10,12,,6,,,,,,,7.83,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0405NA9018,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,5/26/2004,N,A,381,,,,,,,,,,,,,,,,,,16,3.6,,,,,L0.02,11,,,L0.01,,0.6,,0.04,0.009,L0.001,0.031,0.031,,22,11,12,,5,,,,,,,8.03,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0405NA9022,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,6/9/2004 11:30:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,10,4,,,,,L0.02,14,,,L0.01,,0.7,,0.04,0.008,0.003,0.032,0.028,,22,11,11,,2,,,,,,,7.76,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0407NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,7/23/2004 10:15:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,3,8.2,,,,,L0.01,9,,,0.02,,0.5,,0.038,0.013,,0.025,,,22,11,11,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0407NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,8/17/2004 1:05:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,6,L0.5,,,,,L0.01,7,,,0.01,,0.5,,0.037,0.014,0.007,0.023,0.02,,19,10,8.7,,L1,,,,,,,7.68,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0407NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,9/1/2004 1:30:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,6,1,,,,,L0.01,9,,,L0.01,,0.5,,0.04,0.016,0.007,0.024,0.023,,21,9.8,12,,L1,,,,,,,7.57,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0408NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,9/15/2004 1:30:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,5,L0.5,,,,,0.01,11,,,L0.01,,1.1,,0.049,0.015,0.011,0.034,0.024,,22,9.9,12,,L1,,,,,,,7.49,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0408NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,10/1/2004 8:40:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,5,2.7,,,,,0.03,12,,,L0.01,,0.5,,0.047,0.02,0.016,0.027,0.021,,21,9.6,12,,L1,,,,,,,7.6,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0408NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,10/18/2004 9:10:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,10,L0.5,,,,,L0.01,8,,,L0.01,,0.6,,0.04,0.019,0.009,0.021,0.02,,21,9.5,11,,L1,,,,,,,7.41,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0411NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,12/8/2004 12:50:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,5,L0.5,,,,,0.01,3,,,0.07,,0.8,,0.03,0.015,0.013,0.015,0.01,,21,9.3,11,,L1,,,,,,,7.41,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0411NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,1/19/2005 12:05:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,L0.5,L0.5,,,,,L0.01,1,,,0.04,,0.5,,0.027,0.02,0.015,0.007,0.006,,22,10,11,,L1,,,,,,,7.35,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0411NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,1/26/2005 11:15:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,3,L0.5,,,,,L0.01,1,,,0.1,,0.4,,0.029,0.027,0.014,0.002,0.009,,22,11,11,,1,,,,,,,7.3,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0503NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,4/26/2005 1:30:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,7,L0.5,,,,,0.05,6,,,0.07,,0.5,,0.035,0.011,0.011,0.024,0.017,,20,10,10,,1,,,,,,,7.46,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0503NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,5/4/2005 2:00:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,11,L0.5,,,,,L0.01,6,,,0.15,,0.6,,0.018,0.013,0.01,0.005,L0.001,,20,10,10,,1,,,,,,,7.46,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0506NA9010,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,7/6/2005 10:55:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,21,7,,,,,0.03,14,,,L0.01,,0.7,,0.032,0.007,0.004,0.025,0.024,,23,11,12,,L1,,,,,,,7.77,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0508NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,8/17/2005 11:30:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,8,L0.5,,,,,0.04,9,,,L0.01,,0.7,,0.028,0.01,0.008,0.018,0.018,,20,8.7,11,,1,,,,,,,7.48,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0506NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,8/30/2005 10:25:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,7,L0.5,,,,,L0.01,6,,,0.03,,1,,0.04,0.016,0.012,0.024,0.019,,19,8.5,10,,L1,,,,,,,7.43,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0510NA9006,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,11/7/2005 1:30:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,3,4.7,,,,,L0.01,4,,,0.07,,0.5,,0.038,0.024,0.016,0.014,0.016,,18,8.3,9.3,,2,,,,,,,7.68,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0410NA9002,MB05PFS069,WINNIPEG RIVER,WINNIPEG RIVER AT POWERVIEW DAM - DIPSAMPLE FROM FOREBAY,50.56766,-96.17697,0.0,2.0,12/15/2005 10:35:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,5,L0.5,,,,,0.02,3,,,0.13,,1,,0.038,0.035,0.021,0.003,0.012,,22,8.7,13,,L1,,,,,,,7.83,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
